r,g,b,color
100,0,211,purple
0,128,74,green
103,0,166,purple
16,0,220,blue
107,0,154,purple
195,0,30,red
97,126,0,green
0,120,156,blue
35,0,58,purple
0,215,85,green
84,0,255,blue
142,21,0,red
169,0,108,pink
0,114,205,blue
193,121,0,orange
218,130,0,orange
0,34,245,blue
0,162,40,green
105,0,60,purple
157,31,0,red
0,122,46,green
47,155,0,green
113,1,0,red
0,251,53,green
171,34,0,red
0,234,46,green
186,0,6,red
0,46,68,blue
65,0,230,blue
16,0,224,blue
42,30,0,brown
0,124,44,green
0,246,125,green
7,0,218,blue
186,108,0,orange
0,125,245,blue
0,32,138,blue
133,177,0,green
110,168,0,green
11,0,165,blue
133,107,0,brown
0,132,208,blue
0,227,18,green
117,0,69,purple
158,0,115,purple
150,254,0,green
243,0,206,pink
169,0,248,purple
52,65,0,green
190,95,0,orange
244,0,239,pink
78,0,126,purple
108,128,0,green
102,17,0,red
0,239,77,green
3,0,7,black
0,232,132,green
242,0,54,red
217,3,0,red
237,0,157,pink
254,0,137,pink
209,167,0,yellow
0,79,255,blue
234,0,200,pink
211,0,164,pink
40,0,241,blue
255,0,185,pink
130,0,84,purple
160,0,37,red
0,198,41,green
0,123,202,blue
146,130,0,brown
231,0,225,pink
239,121,0,orange
202,226,0,yellow
44,144,0,green
68,173,0,green
0,164,0,green
201,196,0,yellow
0,78,129,blue
0,28,204,blue
236,0,100,pink
18,0,199,blue
0,36,228,blue
0,252,127,green
125,209,0,green
0,124,192,blue
175,18,0,red
0,87,0,green
181,0,2,red
224,0,197,pink
148,61,0,brown
61,0,160,blue
9,0,220,blue
131,0,165,purple
130,0,199,purple
193,238,0,yellow
173,0,188,purple
44,0,48,purple
0,137,90,green
6,0,17,black
112,0,167,purple
251,0,98,pink
183,0,44,red
0,2,88,blue
0,15,177,blue
0,22,208,blue
24,186,0,green
0,219,8,green
84,0,62,purple
0,176,217,blue
172,219,0,green
73,19,0,brown
112,58,0,brown
159,0,248,purple
140,0,193,purple
95,0,89,purple
79,0,124,purple
246,102,0,orange
60,0,148,purple
149,0,118,purple
239,0,194,pink
214,0,201,pink
0,132,4,green
215,0,150,pink
0,223,0,green
56,109,0,green
92,0,49,purple
50,16,0,brown
0,175,9,green
0,56,254,blue
167,0,35,red
0,176,16,green
136,0,209,purple
22,168,0,green
0,93,167,blue
35,89,0,green
0,137,20,green
207,0,218,purple
141,0,167,purple
229,127,0,orange
207,0,107,pink
253,0,37,red
154,0,234,purple
134,0,136,purple
224,0,139,pink
157,0,0,red
146,59,0,brown
222,0,190,pink
185,0,98,pink
34,102,0,green
27,0,63,purple
0,112,185,blue
211,254,0,yellow
0,48,69,blue
0,0,255,blue
0,216,139,green
201,106,0,orange
0,0,196,blue
116,71,0,brown
64,131,0,green
190,56,0,orange
133,7,0,red
195,99,0,orange
109,0,161,purple
58,145,0,green
24,223,0,green
210,0,230,purple
251,199,0,yellow
0,215,89,green
0,242,30,green
124,0,71,purple
101,83,0,brown
0,124,30,green
91,0,167,purple
184,42,0,red
0,175,8,green
123,17,0,red
227,0,126,pink
0,52,111,blue
0,174,1,green
23,0,194,blue
93,0,110,purple
0,104,2,green
0,93,252,blue
0,202,28,green
23,69,0,green
224,0,187,pink
188,168,0,yellow
147,5,0,red
242,0,255,pink
180,224,0,yellow
87,248,0,green
14,226,0,green
228,0,237,pink
0,224,27,green
116,0,221,purple
99,0,191,purple
68,0,172,purple
35,0,126,blue
112,39,0,brown
74,96,0,green
15,0,97,blue
142,0,238,purple
0,61,174,blue
55,22,0,brown
37,0,165,blue
138,198,0,green
240,0,10,red
184,55,0,orange
155,118,0,brown
0,235,72,green
0,201,14,green
175,186,0,yellow
32,17,0,brown
90,196,0,green
225,0,85,pink
210,0,72,pink
0,0,163,blue
158,0,40,red
64,0,167,blue
0,85,158,blue
242,16,0,red
91,194,0,green
100,251,0,green
110,0,190,purple
60,0,120,purple
228,80,0,orange
81,99,0,green
189,0,101,pink
52,86,0,green
112,0,172,purple
126,0,78,purple
204,223,0,yellow
225,0,239,pink
162,112,0,brown
97,138,0,green
28,89,0,green
94,0,150,purple
0,115,240,blue
68,234,0,green
179,0,17,red
84,140,0,green
92,0,140,purple
249,0,202,pink
0,179,30,green
0,162,9,green
70,166,0,green
67,113,0,green
20,0,112,blue
251,190,0,yellow
160,198,0,green
230,0,249,pink
196,154,0,yellow
0,149,62,green
3,0,130,blue
90,183,0,green
191,0,88,pink
156,0,29,red
0,112,33,green
69,83,0,green
69,81,0,green
237,26,0,red
79,233,0,green
0,11,238,blue
248,0,65,red
0,142,75,green
0,64,136,blue
245,0,200,pink
233,74,0,orange
0,156,79,green
91,0,151,purple
193,0,64,red
0,105,79,green
217,0,175,pink
0,171,82,green
69,0,153,purple
110,196,0,green
148,214,0,green
68,113,0,green
247,53,0,orange
243,0,61,red
99,114,0,green
188,0,230,purple
0,207,101,green
0,166,235,blue
0,108,141,blue
179,217,0,yellow
0,96,29,green
46,123,0,green
14,0,27,black
88,235,0,green
213,160,0,yellow
186,254,0,yellow
173,88,0,orange
0,101,210,blue
170,0,226,purple
205,0,42,red
108,99,0,brown
0,131,24,green
62,0,103,purple
196,0,74,pink
0,203,41,green
33,213,0,green
6,0,233,blue
0,123,228,blue
143,0,43,red
0,112,217,blue
50,0,179,blue
0,148,184,blue
133,218,0,green
160,0,21,red
113,0,201,purple
111,0,87,purple
0,41,120,blue
211,0,179,pink
165,0,54,red
215,0,114,pink
221,123,0,orange
0,61,127,blue
111,0,140,purple
0,109,168,blue
0,169,180,blue
0,104,64,green
0,248,87,green
0,134,162,blue
255,36,0,red
0,170,72,green
0,140,205,blue
0,187,63,green
0,194,54,green
0,218,93,green
92,210,0,green
143,176,0,green
17,221,0,green
35,0,41,purple
254,0,8,red
2,152,0,green
0,212,113,green
200,121,0,orange
36,0,72,purple
89,116,0,green
98,37,0,brown
0,154,69,green
156,45,0,brown
213,149,0,orange
35,157,0,green
78,124,0,green
64,14,0,brown
132,1,0,red
122,129,0,green
40,0,30,purple
179,17,0,red
61,0,240,blue
57,0,80,purple
0,208,124,green
188,0,105,pink
125,217,0,green
78,0,253,blue
0,211,117,green
160,0,139,purple
145,242,0,green
196,0,18,red
211,194,0,yellow
138,0,4,red
118,0,204,purple
0,179,198,blue
200,79,0,orange
64,135,0,green
165,190,0,green
65,0,115,purple
211,63,0,orange
119,195,0,green
229,82,0,orange
81,226,0,green
88,0,60,purple
130,0,42,red
254,91,0,orange
0,72,207,blue
148,241,0,green
0,127,48,green
51,0,177,blue
0,157,184,blue
88,65,0,brown
51,236,0,green
8,0,144,blue
243,235,0,yellow
0,13,192,blue
150,0,188,purple
252,5,0,red
158,0,238,purple
250,82,0,orange
0,18,143,blue
212,0,86,pink
28,3,0,brown
0,156,56,green
0,161,66,green
0,147,20,green
0,69,253,blue
10,197,0,green
217,0,134,pink
228,24,0,red
156,165,0,green
226,137,0,orange
63,225,0,green
103,0,186,purple
176,70,0,orange
57,88,0,green
160,193,0,green
0,133,32,green
0,162,177,blue
71,44,0,brown
4,160,0,green
134,0,107,purple
100,0,119,purple
0,193,96,green
153,156,0,green
0,19,122,blue
0,45,73,blue
137,96,0,brown
167,224,0,green
0,38,219,blue
0,180,36,green
146,0,55,red
86,0,203,purple
0,123,170,blue
206,0,58,red
0,157,204,blue
137,210,0,green
168,81,0,brown
162,186,0,green
0,3,255,blue
0,120,183,blue
80,206,0,green
76,0,198,blue
0,64,229,blue
148,0,89,purple
51,0,39,purple
3,0,156,blue
105,0,228,purple
0,14,252,blue
57,83,0,green
129,0,104,purple
191,0,46,red
3,0,165,blue
0,72,89,blue
18,0,142,blue
0,165,80,green
0,160,184,blue
0,154,235,blue
21,0,215,blue
230,0,165,pink
6,0,102,blue
41,219,0,green
128,0,211,purple
80,0,208,blue
34,0,61,purple
182,129,0,orange
14,154,0,green
41,0,199,blue
239,0,255,pink
0,14,170,blue
0,143,60,green
96,0,105,purple
0,4,92,blue
245,0,46,red
25,221,0,green
205,228,0,yellow
0,119,164,blue
0,88,219,blue
1,0,152,blue
142,0,77,purple
85,0,89,purple
144,204,0,green
218,49,0,orange
216,0,22,red
208,0,5,red
15,207,0,green
0,47,63,blue
3,0,137,blue
65,0,60,purple
230,0,156,pink
56,70,0,green
37,162,0,green
84,239,0,green
0,52,185,blue
52,47,0,brown
93,37,0,brown
214,0,230,pink
249,133,0,orange
141,0,54,red
3,190,0,green
184,3,0,red
192,0,194,purple
0,140,52,green
0,71,163,blue
0,184,85,green
0,53,210,blue
0,187,19,green
30,0,228,blue
0,227,59,green
0,252,42,green
152,196,0,green
0,148,222,blue
103,199,0,green
253,0,222,pink
0,87,219,blue
48,122,0,green
0,119,81,green
7,0,125,blue
162,0,163,purple
165,0,151,purple
193,23,0,red
0,86,2,green
53,0,249,blue
98,243,0,green
0,142,80,green
0,86,124,blue
73,164,0,green
0,174,60,green
109,0,163,purple
0,135,179,blue
15,90,0,green
177,199,0,yellow
60,0,181,blue
214,0,4,red
138,235,0,green
7,167,0,green
0,219,97,green
199,0,176,pink
214,0,122,pink
85,0,177,purple
91,0,203,purple
201,0,182,pink
238,0,78,pink
36,0,74,purple
186,0,7,red
6,0,112,blue
211,231,0,yellow
123,0,78,purple
35,0,121,blue
81,0,111,purple
138,224,0,green
215,0,89,pink
153,211,0,green
228,13,0,red
181,0,41,red
144,0,254,purple
43,0,227,blue
135,0,187,purple
51,135,0,green
109,0,77,purple
147,0,233,purple
30,0,75,purple
0,169,108,green
243,0,37,red
190,250,0,yellow
0,0,91,blue
0,243,131,green
54,150,0,green
141,39,0,brown
118,68,0,brown
249,0,165,pink
80,116,0,green
221,0,166,pink
0,201,16,green
197,0,240,purple
0,164,54,green
110,0,157,purple
113,0,223,purple
151,0,171,purple
171,0,58,red
73,0,55,purple
0,121,182,blue
154,92,0,brown
58,0,48,purple
20,0,129,blue
221,38,0,red
0,132,189,blue
16,5,0,black
232,211,0,yellow
161,59,0,brown
96,207,0,green
0,154,171,blue
45,186,0,green
147,166,0,green
98,72,0,brown
0,156,33,green
204,255,0,yellow
0,79,40,green
122,161,0,green
194,119,0,orange
136,164,0,green
0,1,104,blue
0,38,207,blue
0,155,60,green
49,16,0,brown
34,110,0,green
199,0,204,purple
125,208,0,green
71,161,0,green
0,255,112,green
201,233,0,yellow
0,182,66,green
0,98,45,green
0,142,40,green
144,0,24,red
0,211,73,green
192,65,0,orange
144,92,0,brown
209,64,0,orange
109,195,0,green
239,244,0,yellow
0,213,115,green
0,255,77,green
82,0,192,purple
0,97,248,blue
0,169,37,green
203,0,56,red
0,174,198,blue
77,0,199,blue
67,0,189,blue
166,0,162,purple
158,0,108,purple
0,89,126,blue
26,0,237,blue
180,168,0,yellow
5,204,0,green
146,0,34,red
179,0,52,red
0,177,207,blue
0,228,108,green
106,0,163,purple
0,173,50,green
195,36,0,red
0,125,202,blue
87,50,0,brown
207,0,20,red
119,56,0,brown
0,130,152,blue
0,47,236,blue
191,187,0,yellow
202,0,99,pink
2,98,0,green
0,217,74,green
0,11,120,blue
168,0,108,purple
228,0,177,pink
0,205,44,green
216,114,0,orange
0,95,180,blue
0,152,91,green
0,172,239,blue
211,0,27,red
188,0,101,pink
50,30,0,brown
123,178,0,green
0,92,210,blue
0,63,187,blue
11,0,230,blue
108,0,122,purple
71,211,0,green
86,0,45,purple
235,0,50,red
116,0,1,red
26,87,0,green
0,78,122,blue
89,0,249,blue
228,105,0,orange
103,86,0,brown
203,182,0,yellow
0,92,125,blue
0,86,217,blue
30,138,0,green
0,235,14,green
0,232,134,green
168,0,27,red
211,0,202,pink
0,164,253,blue
176,0,18,red
240,196,0,yellow
91,190,0,green
0,104,10,green
45,0,67,purple
167,0,181,purple
225,222,0,yellow
0,107,61,green
0,99,184,blue
81,0,167,purple
0,29,114,blue
37,0,203,blue
149,204,0,green
161,104,0,brown
245,0,106,pink
221,255,0,yellow
149,216,0,green
0,9,88,blue
174,83,0,orange
202,240,0,yellow
0,209,83,green
212,83,0,orange
3,64,0,green
205,224,0,yellow
0,34,184,blue
0,156,91,green
0,107,252,blue
0,17,195,blue
0,9,145,blue
0,64,133,blue
185,0,33,red
153,0,139,purple
155,116,0,brown
179,114,0,orange
135,171,0,green
170,119,0,brown
107,0,1,red
186,0,39,red
0,55,169,blue
237,178,0,yellow
242,100,0,orange
62,72,0,green
73,47,0,brown
0,141,166,blue
219,0,130,pink
228,21,0,red
0,152,185,blue
0,33,147,blue
135,0,167,purple
143,0,150,purple
0,141,16,green
198,0,101,pink
186,0,233,purple
149,0,46,red
0,12,254,blue
253,208,0,yellow
154,48,0,brown
69,251,0,green
111,0,130,purple
146,0,19,red
0,250,41,green
0,205,72,green
0,166,64,green
241,46,0,red
0,0,79,blue
119,192,0,green
138,0,204,purple
139,0,248,purple
225,25,0,red
41,164,0,green
212,104,0,orange
49,18,0,brown
0,157,186,blue
190,0,4,red
91,0,226,purple
188,247,0,yellow
0,147,166,blue
114,250,0,green
0,163,111,green
0,121,180,blue
0,255,26,green
178,0,202,purple
0,124,64,green
233,109,0,orange
0,236,120,green
107,222,0,green
0,129,55,green
44,0,138,blue
179,0,163,purple
151,0,24,red
0,156,8,green
219,0,191,pink
0,131,215,blue
0,179,74,green
0,215,40,green
0,168,217,blue
116,0,175,purple
0,90,28,green
0,144,216,blue
0,188,45,green
44,0,156,blue
219,0,211,pink
0,116,136,blue
109,225,0,green
0,154,188,blue
59,0,93,purple
96,37,0,brown
0,156,69,green
213,0,202,pink
78,183,0,green
56,158,0,green
0,48,102,blue
96,0,142,purple
211,0,52,red
0,48,132,blue
0,128,241,blue
0,0,158,blue
235,0,125,pink
200,0,129,pink
181,0,116,pink
42,0,53,purple
82,0,193,purple
0,54,225,blue
63,192,0,green
181,54,0,orange
185,0,244,purple
114,100,0,brown
221,36,0,red
124,34,0,brown
254,9,0,red
241,208,0,yellow
0,209,254,blue
0,199,67,green
0,193,63,green
32,153,0,green
177,0,15,red
22,0,132,blue
226,180,0,yellow
0,24,140,blue
46,0,215,blue
225,0,168,pink
53,135,0,green
94,0,214,purple
0,2,107,blue
205,0,152,pink
166,26,0,red
0,15,12,black
0,213,23,green
245,0,109,pink
121,214,0,green
93,244,0,green
196,0,135,pink
159,0,230,purple
0,13,102,blue
174,0,86,pink
183,0,227,purple
243,0,230,pink
238,217,0,yellow
239,41,0,red
0,119,190,blue
0,136,33,green
176,46,0,red
93,0,98,purple
179,110,0,orange
254,200,0,yellow
160,20,0,red
136,178,0,green
194,0,112,pink
34,0,242,blue
35,0,92,blue
232,0,235,pink
168,168,0,yellow
9,0,113,blue
234,0,121,pink
238,37,0,red
0,245,27,green
135,143,0,green
0,93,243,blue
198,107,0,orange
12,178,0,green
211,137,0,orange
246,139,0,orange
154,0,28,red
116,237,0,green
14,0,8,black
212,190,0,yellow
115,36,0,brown
0,84,228,blue
84,102,0,green
187,53,0,orange
111,186,0,green
39,0,202,blue
188,0,7,red
86,29,0,brown
86,0,46,purple
102,125,0,green
172,0,4,red
51,0,114,purple
20,169,0,green
199,226,0,yellow
63,172,0,green
251,0,107,pink
157,121,0,brown
0,12,7,black
100,0,129,purple
136,105,0,brown
0,122,165,blue
0,35,169,blue
163,97,0,brown
178,48,0,red
75,53,0,brown
100,0,66,purple
23,0,250,blue
96,197,0,green
209,0,173,pink
132,233,0,green
190,235,0,yellow
192,0,11,red
0,156,221,blue
204,201,0,yellow
87,0,134,purple
115,49,0,brown
0,4,137,blue
7,0,139,blue
16,201,0,green
187,29,0,red
236,0,202,pink
30,21,0,brown
89,0,243,blue
106,0,185,purple
86,76,0,brown
132,0,244,purple
131,0,37,red
170,0,169,purple
0,231,2,green
230,0,231,pink
121,140,0,green
70,0,157,purple
199,77,0,orange
195,53,0,orange
61,0,145,purple
85,80,0,brown
0,225,73,green
0,120,139,blue
167,121,0,brown
0,136,241,blue
0,212,100,green
0,147,69,green
170,80,0,brown
193,0,176,purple
6,0,126,blue
173,0,176,purple
247,0,177,pink
0,99,120,blue
29,233,0,green
164,100,0,brown
52,0,231,blue
0,246,119,green
117,212,0,green
0,96,74,green
226,47,0,red
0,147,85,green
0,241,138,green
153,200,0,green
245,120,0,orange
246,0,17,red
0,11,22,black
144,17,0,red
54,233,0,green
252,131,0,orange
0,102,181,blue
77,0,228,blue
107,0,101,purple
149,0,0,red
0,245,102,green
228,0,131,pink
244,0,67,pink
103,194,0,green
44,0,213,blue
56,236,0,green
6,97,0,green
108,0,233,purple
250,0,55,red
127,210,0,green
172,15,0,red
180,0,228,purple
69,0,106,purple
242,0,139,pink
47,254,0,green
48,0,173,blue
0,245,154,green
0,220,122,green
0,166,7,green
90,0,96,purple
239,0,19,red
199,0,161,pink
193,0,9,red
110,0,92,purple
0,145,19,green
209,0,102,pink
220,235,0,yellow
125,161,0,green
113,0,241,purple
0,179,50,green
0,53,184,blue
137,41,0,brown
206,0,62,red
31,138,0,green
3,3,0,black
228,0,84,pink
0,177,239,blue
216,76,0,orange
131,0,185,purple
33,97,0,green
221,244,0,yellow
242,0,77,pink
0,183,109,green
0,47,177,blue
122,248,0,green
15,186,0,green
201,47,0,red
112,0,223,purple
104,224,0,green
159,67,0,brown
167,0,59,red
44,120,0,green
116,0,183,purple
196,0,234,purple
52,252,0,green
92,56,0,brown
61,0,79,purple
253,194,0,yellow
57,23,0,brown
0,34,158,blue
0,228,90,green
0,41,153,blue
116,48,0,brown
62,0,226,blue
220,0,38,red
90,212,0,green
171,23,0,red
12,209,0,green
89,0,254,blue
0,6,9,black
0,124,68,green
145,68,0,brown
239,159,0,orange
0,236,36,green
118,104,0,brown
0,210,6,green
19,150,0,green
90,175,0,green
55,0,214,blue
233,172,0,yellow
173,0,114,pink
0,162,252,blue
93,248,0,green
71,135,0,green
224,222,0,yellow
159,74,0,brown
125,0,140,purple
110,29,0,brown
103,221,0,green
0,21,181,blue
245,127,0,orange
33,0,96,blue
45,0,89,purple
101,235,0,green
72,25,0,brown
112,123,0,green
180,42,0,red
190,0,218,purple
217,215,0,yellow
125,0,128,purple
182,0,34,red
253,193,0,yellow
112,0,197,purple
0,98,220,blue
0,220,36,green
16,0,202,blue
178,13,0,red
0,220,38,green
89,0,227,blue
31,0,201,blue
0,249,82,green
229,164,0,orange
0,100,248,blue
68,0,203,blue
195,0,60,red
57,138,0,green
45,128,0,green
0,128,17,green
97,0,254,blue
0,214,82,green
234,48,0,red
137,0,172,purple
0,129,183,blue
166,0,202,purple
53,0,125,purple
47,0,192,blue
0,61,114,blue
105,49,0,brown
112,97,0,brown
148,85,0,brown
0,122,40,green
170,107,0,brown
81,131,0,green
213,217,0,yellow
16,0,252,blue
70,0,126,purple
230,0,35,red
0,136,12,green
0,69,113,blue
153,0,51,red
0,74,242,blue
201,204,0,yellow
0,177,34,green
0,65,118,blue
191,0,8,red
27,240,0,green
24,0,186,blue
209,134,0,orange
54,142,0,green
167,92,0,brown
152,91,0,brown
247,0,0,red
0,124,206,blue
26,186,0,green
101,129,0,green
0,106,125,blue
137,0,109,purple
111,0,6,red
31,88,0,green
161,83,0,brown
108,0,126,purple
48,49,0,brown
167,12,0,red
0,55,93,blue
88,0,50,purple
0,228,14,green
0,234,123,green
0,39,70,blue
184,199,0,yellow
171,105,0,brown
29,0,67,purple
169,15,0,red
191,2,0,red
222,131,0,orange
50,0,153,blue
251,238,0,yellow
109,222,0,green
238,190,0,yellow
22,174,0,green
0,19,16,black
0,167,19,green
152,107,0,brown
130,0,213,purple
184,10,0,red
44,191,0,green
202,183,0,yellow
117,161,0,green
21,200,0,green
0,68,103,blue
110,13,0,red
1,0,155,blue
0,0,108,blue
0,80,129,blue
74,155,0,green
0,102,148,blue
180,228,0,yellow
210,31,0,red
0,85,56,green
11,0,141,blue
0,134,79,green
0,84,98,blue
110,47,0,brown
239,197,0,yellow
114,0,18,red
32,236,0,green
126,157,0,green
109,176,0,green
137,0,180,purple
249,0,30,red
181,0,233,purple
0,81,60,green
243,38,0,red
228,67,0,orange
13,114,0,green
58,237,0,green
155,0,22,red
0,189,90,green
69,0,120,purple
108,0,238,purple
238,0,228,pink
0,130,207,blue
10,0,250,blue
127,204,0,green
186,0,142,pink
234,205,0,yellow
100,0,89,purple
155,0,143,purple
139,0,72,purple
0,5,227,blue
187,0,35,red
229,66,0,orange
0,83,246,blue
0,25,107,blue
13,0,215,blue
0,130,167,blue
0,50,70,blue
144,0,8,red
224,89,0,orange
52,101,0,green
191,106,0,orange
172,225,0,green
0,34,123,blue
210,188,0,yellow
144,0,197,purple
100,0,54,purple
180,0,75,pink
124,233,0,green
162,0,193,purple
231,0,177,pink
111,0,131,purple
117,0,172,purple
130,0,183,purple
58,0,92,purple
47,126,0,green
131,175,0,green
217,85,0,orange
0,171,102,green
0,228,149,green
0,174,15,green
0,202,23,green
209,0,238,purple
114,0,109,purple
0,55,234,blue
234,0,215,pink
159,0,212,purple
174,0,143,purple
0,23,252,blue
216,0,10,red
0,243,83,green
0,123,44,green
0,119,58,green
21,136,0,green
0,205,80,green
126,99,0,brown
148,0,95,purple
196,168,0,yellow
67,0,149,purple
75,0,101,purple
0,66,206,blue
0,172,29,green
38,0,4,brown
110,0,185,purple
79,240,0,green
134,0,225,purple
10,147,0,green
60,112,0,green
225,107,0,orange
249,215,0,yellow
159,0,231,purple
0,216,60,green
47,0,84,purple
0,126,37,green
27,0,10,black
59,247,0,green
64,0,147,purple
110,9,0,red
21,100,0,green
118,0,192,purple
0,43,177,blue
123,249,0,green
173,0,107,pink
0,170,31,green
16,196,0,green
160,178,0,green
0,98,237,blue
0,134,176,blue
238,0,123,pink
73,65,0,brown
233,0,128,pink
217,0,37,red
0,105,162,blue
69,0,131,purple
140,52,0,brown
0,190,86,green
57,4,0,brown
247,88,0,orange
0,114,23,green
0,97,27,green
211,130,0,orange
0,137,224,blue
153,0,133,purple
0,97,148,blue
113,163,0,green
0,83,17,green
145,56,0,brown
56,112,0,green
24,14,0,brown
178,0,127,pink
138,0,188,purple
0,126,248,blue
239,0,201,pink
0,23,172,blue
79,0,249,blue
167,42,0,red
45,0,57,purple
95,215,0,green
0,53,161,blue
177,243,0,yellow
135,0,23,red
183,130,0,orange
120,88,0,brown
0,58,95,blue
176,0,103,pink
166,0,172,purple
0,164,113,green
188,0,247,purple
132,0,251,purple
172,0,18,red
105,113,0,green
0,102,122,blue
0,211,44,green
0,243,84,green
254,0,122,pink
0,99,70,green
45,216,0,green
0,60,109,blue
199,0,95,pink
0,191,93,green
12,121,0,green
0,91,225,blue
36,32,0,brown
81,0,81,purple
169,100,0,brown
3,0,12,black
33,0,158,blue
55,0,215,blue
189,124,0,orange
101,160,0,green
107,0,249,purple
83,0,183,purple
0,161,50,green
143,0,196,purple
230,0,9,red
116,0,79,purple
22,251,0,green
0,123,209,blue
22,11,0,brown
0,139,15,green
166,214,0,green
250,0,240,pink
0,141,24,green
244,157,0,orange
0,250,130,green
124,0,105,purple
0,169,12,green
241,184,0,yellow
110,65,0,brown
5,93,0,green
169,0,81,pink
138,0,172,purple
177,0,203,purple
104,182,0,green
163,0,21,red
90,208,0,green
0,30,30,black
0,180,68,green
0,207,45,green
228,43,0,red
148,169,0,green
68,100,0,green
0,175,25,green
191,206,0,yellow
0,77,111,blue
186,0,118,pink
0,83,224,blue
222,35,0,red
237,251,0,yellow
0,14,174,blue
45,0,230,blue
184,212,0,yellow
1,235,0,green
155,0,232,purple
70,0,151,purple
189,224,0,yellow
73,219,0,green
65,0,160,purple
147,0,142,purple
240,175,0,yellow
83,0,186,purple
0,44,186,blue
118,0,103,purple
54,127,0,green
245,0,64,red
31,0,65,purple
60,0,104,purple
54,163,0,green
0,205,60,green
180,0,89,pink
16,0,240,blue
11,5,0,black
250,0,185,pink
70,0,99,purple
0,181,189,blue
16,0,18,black
0,101,222,blue
0,83,251,blue
0,70,147,blue
0,143,71,green
1,0,187,blue
16,0,180,blue
0,232,123,green
